Time,Open,High,Low,Close,Volume,RSI,ATR,ADX,ADX+,ADX-,Tenkan,Kijun,SenkouA,SenkouB,Chikou
2025.09.16 10:06:00,1.18082,1.18088,1.18061,1.18061,54,38.473750170979116,0.00018333333333335721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:07:00,1.18062,1.18067,1.18052,1.18064,42,39.3326318568121,0.00018238095238097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:08:00,1.18063,1.18064,1.18050,1.18060,34,38.578672027564195,0.000181904761904787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:09:00,1.18060,1.18067,1.18051,1.18065,45,40.086051016813926,0.00018285714285718477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:10:00,1.18064,1.18083,1.18064,1.18078,36,43.8481480023279,0.00017904761904766772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:11:00,1.18078,1.18083,1.18075,1.18079,40,44.13149267847833,0.00016857142857147205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:12:00,1.18079,1.18081,1.18056,1.18062,60,40.48493845282499,0.0001723809523809891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:13:00,1.18062,1.18063,1.18047,1.18047,51,37.60605876108961,0.00017714285714290391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:14:00,1.18046,1.18059,1.18042,1.18052,45,39.12123758596739,0.00017857142857147413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:15:00,1.18052,1.18053,1.18037,1.18044,48,37.587760790051064,0.00018000000000005493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:16:00,1.18045,1.18068,1.18045,1.18060,56,42.33454654002503,0.00018142857142862515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:17:00,1.18059,1.18069,1.18046,1.18047,60,39.755050621251826,0.00018333333333337838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:18:00,1.18048,1.18078,1.18048,1.18075,44,47.05129325710838,0.00018380952380957197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:19:00,1.18075,1.18076,1.18060,1.18068,40,45.60156152066112,0.0001838095238095614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:20:00,1.18067,1.18110,1.18067,1.18108,54,54.08912279206913,0.00019904761904765073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:21:00,1.18105,1.18112,1.18100,1.18108,41,54.08912279206913,0.00019095238095240188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:22:00,1.18107,1.18113,1.18100,1.18102,32,52.72857933962405,0.0001904761904762083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:23:00,1.18102,1.18108,1.18099,1.18100,27,52.26841826290206,0.00018952380952382109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:24:00,1.18100,1.18107,1.18100,1.18101,21,52.4861108765188,0.00018238095238097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:25:00,1.18103,1.18104,1.18074,1.18087,52,49.18836213202742,0.0001890476190476275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:26:00,1.18087,1.18108,1.18083,1.18104,50,52.956951448802656,0.00019333333333333813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:27:00,1.18104,1.18115,1.18104,1.18110,32,54.21537519877779,0.0001857142857142829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:28:00,1.18111,1.18116,1.18106,1.18110,33,54.21537519877779,0.0001833333333333255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:29:00,1.18112,1.18116,1.18109,1.18112,29,54.66109285620957,0.00017999999999999147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:30:00,1.18113,1.18140,1.18112,1.18137,42,59.79784725136786,0.00018571428571427233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:31:00,1.18138,1.18150,1.18134,1.18146,43,61.448846700623086,0.00018428571428569154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:32:00,1.18146,1.18147,1.18123,1.18126,41,56.075469561721484,0.0001919047619047362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:33:00,1.18125,1.18127,1.18109,1.18116,79,53.61412663392424,0.00018857142857141274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:34:00,1.18117,1.18117,1.18076,1.18086,74,47.10165390019754,0.00020047619047616804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:35:00,1.18085,1.18086,1.18059,1.18076,63,45.18082414269752,0.0002052380952380723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:36:00,1.18074,1.18077,1.18056,1.18058,46,41.94769795975653,0.00020761904761900854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:37:00,1.18056,1.18075,1.18056,1.18068,35,44.273882095088425,0.00020523809523805114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:38:00,1.18068,1.18080,1.18063,1.18078,46,46.523838824481246,0.0002023809523809107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:39:00,1.18078,1.18079,1.18071,1.18075,39,45.93956981095287,0.000191428571428532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:40:00,1.18076,1.18084,1.18072,1.18078,31,46.643155102217776,0.0001895238095237682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:41:00,1.18078,1.18079,1.18053,1.18063,52,43.659971354650814,0.00018142857142852995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:42:00,1.18063,1.18082,1.18063,1.18082,41,48.076749617386604,0.00018476190476186398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:43:00,1.18081,1.18088,1.18072,1.18086,40,48.96122242779921,0.0001861904761904342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:44:00,1.18087,1.18088,1.18062,1.18071,49,45.88369742861983,0.00019428571428567245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:45:00,1.18071,1.18082,1.18070,1.18074,44,46.58871775131307,0.00019666666666661928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:46:00,1.18076,1.18086,1.18076,1.18077,35,47.30948535672152,0.0001880952380951874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:47:00,1.18076,1.18082,1.18071,1.18076,45,47.08708671997116,0.00018142857142852993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:48:00,1.18077,1.18078,1.18072,1.18072,23,46.17540365395474,0.0001790476190475831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:49:00,1.18072,1.18077,1.18064,1.18066,33,44.80897294277878,0.00018047619047615332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:50:00,1.18067,1.18069,1.18062,1.18069,26,45.65329748960637,0.00018047619047615332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:51:00,1.18069,1.18084,1.18069,1.18081,53,48.93439197784165,0.0001742857142856683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:52:00,1.18081,1.18081,1.18058,1.18068,40,45.789790590982996,0.00017761904761900234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:53:00,1.18069,1.18074,1.18051,1.18057,51,43.31667104373124,0.00017714285714281932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:54:00,1.18056,1.18067,1.18051,1.18060,42,44.18001535950468,0.00017619047619044271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:55:00,1.18059,1.18094,1.18054,1.18087,54,51.203450946090776,0.0001757142857142597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:56:00,1.18087,1.18087,1.18077,1.18086,44,50.954126543361504,0.00016761904761903202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:57:00,1.18086,1.18103,1.18086,1.18102,44,54.66288632672113,0.00016571428571427878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:58:00,1.18101,1.18105,1.18084,1.18089,58,51.35019480719399,0.00016666666666666598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 10:59:00,1.18090,1.18094,1.18073,1.18078,48,48.72662055564226,0.0001685714285714298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:00:00,1.18079,1.18087,1.18058,1.18073,77,47.566719135561584,0.00017857142857143185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:01:00,1.18074,1.18079,1.18072,1.18077,38,48.59460008386636,0.00017619047619048503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:02:00,1.18077,1.18109,1.18070,1.18107,72,55.469191972523504,0.00018238095238095947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:03:00,1.18107,1.18107,1.18091,1.18102,56,54.20071883606901,0.00018095238095239982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:04:00,1.18100,1.18108,1.18071,1.18073,54,47.57510014245751,0.00019095238095240188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:05:00,1.18073,1.18073,1.18020,1.18027,95,39.527446382055444,0.00020380952380955495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:06:00,1.18028,1.18049,1.18025,1.18041,62,42.62874391407906,0.00020952380952384637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:07:00,1.18040,1.18056,1.18040,1.18054,25,45.36082673486933,0.00021142857142861018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:08:00,1.18053,1.18063,1.18030,1.18035,66,42.27161357905022,0.00022190476190480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:09:00,1.18037,1.18045,1.18027,1.18034,34,42.11311696130341,0.00022761904761909728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:10:00,1.18033,1.18034,1.18021,1.18024,37,40.51794367340652,0.00022761904761909728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:11:00,1.18026,1.18029,1.18017,1.18021,38,40.040197467801754,0.00023000000000005468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:12:00,1.18021,1.18029,1.18011,1.18028,36,41.72367788763874,0.00023142857142863547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:13:00,1.18025,1.18027,1.18016,1.18027,41,41.54869462157124,0.0002261904761905482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:14:00,1.18027,1.18030,1.18011,1.18017,42,39.7962458215686,0.00022428571428577382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:15:00,1.18018,1.18028,1.18010,1.18021,46,40.84418170419012,0.00022523809523815043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:16:00,1.18024,1.18032,1.18022,1.18025,43,41.90595561242368,0.00021142857142862073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:17:00,1.18024,1.18036,1.18018,1.18036,40,44.76844475481417,0.00021523809523813777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:18:00,1.18035,1.18036,1.18023,1.18023,36,42.1888589323128,0.00021333333333338453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:19:00,1.18024,1.18045,1.18024,1.18044,31,47.3359026860626,0.00021380952380957812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:20:00,1.18044,1.18063,1.18040,1.18049,53,48.48257796524166,0.00021476190476195473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:21:00,1.18049,1.18054,1.18046,1.18049,41,48.48257796524167,0.0002047619047619421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:22:00,1.18049,1.18049,1.18041,1.18041,19,46.68932331549656,0.00020523809523813569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:23:00,1.18042,1.18046,1.18033,1.18036,21,45.582884553623735,0.00019285714285718677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:24:00,1.18038,1.18048,1.18035,1.18048,29,48.649471355023294,0.00019142857142860598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:25:00,1.18050,1.18055,1.18040,1.18044,37,47.70848481022227,0.0001809523809524103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:26:00,1.18046,1.18046,1.18029,1.18031,41,44.7544591644364,0.0001638095238095466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:27:00,1.18030,1.18040,1.18023,1.18035,48,45.837936369234825,0.00016047619047622315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:28:00,1.18034,1.18039,1.18022,1.18034,40,45.603164080823454,0.00016095238095241673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:29:00,1.18033,1.18036,1.18018,1.18021,38,42.62326766046635,0.0001538095238095551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:30:00,1.18019,1.18033,1.18019,1.18032,31,45.77153864151781,0.00015190476190479128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:31:00,1.18032,1.18033,1.18017,1.18027,40,44.60346162530924,0.00015333333333337207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:32:00,1.18027,1.18027,1.18017,1.18025,35,44.13045883778349,0.00015238095238098487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:33:00,1.18024,1.18033,1.18019,1.18026,39,44.4397862060512,0.00015047619047622106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:34:00,1.18027,1.18035,1.18025,1.18029,37,45.39216292614955,0.00014952380952383386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:35:00,1.18029,1.18059,1.18028,1.18056,57,53.00472529550984,0.00015523809523812528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:36:00,1.18056,1.18075,1.18056,1.18067,55,55.64952268123202,0.0001557142857143083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:37:00,1.18067,1.18067,1.18058,1.18062,21,54.193879031086276,0.0001547619047619317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:38:00,1.18064,1.18064,1.18048,1.18049,35,50.58185193485001,0.0001538095238095445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:39:00,1.18049,1.18076,1.18049,1.18071,53,55.8147977391335,0.00016047619047620198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:40:00,1.18073,1.18089,1.18070,1.18084,46,58.53882439647672,0.00015904761904762119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:41:00,1.18084,1.18107,1.18084,1.18103,65,62.1223995157959,0.00015904761904763176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:42:00,1.18103,1.18139,1.18090,1.18139,73,67.6799686384908,0.0001785714285714423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:43:00,1.18135,1.18156,1.18132,1.18138,67,67.39156895484766,0.00018619047619048698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:44:00,1.18137,1.18139,1.18127,1.18138,49,67.39156895484766,0.0001857142857142934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:45:00,1.18138,1.18153,1.18128,1.18131,82,65.24589149708572,0.00019142857142857424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:46:00,1.18131,1.18131,1.18105,1.18106,50,58.28668826989237,0.00019666666666668265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:47:00,1.18108,1.18113,1.18100,1.18106,45,58.28668826989237,0.00019476190476191884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:48:00,1.18107,1.18107,1.18091,1.18092,50,54.68550517135527,0.00019428571428572525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:49:00,1.18092,1.18111,1.18092,1.18109,43,57.994472298175076,0.00019523809523810186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:50:00,1.18110,1.18125,1.18106,1.18114,43,58.92084801342574,0.00019571428571428488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:51:00,1.18112,1.18137,1.18112,1.18134,63,62.40326034522504,0.0002009523809523827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:52:00,1.18134,1.18162,1.18132,1.18162,59,66.56928403171182,0.00020761904761905077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:53:00,1.18162,1.18172,1.18150,1.18171,61,67.7744468054918,0.00021333333333333163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:54:00,1.18168,1.18199,1.18168,1.18180,73,68.94976177119996,0.00022142857142856988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:55:00,1.18183,1.18211,1.18170,1.18175,94,67.51341029573018,0.00023619047619047618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:56:00,1.18175,1.18186,1.18164,1.18184,82,68.74402693522191,0.00023190476190475498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:57:00,1.18182,1.18182,1.18155,1.18164,90,63.16129859402686,0.00023666666666665923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:58:00,1.18166,1.18171,1.18148,1.18150,66,59.60358295560818,0.00024333333333331671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 11:59:00,1.18151,1.18152,1.18133,1.18137,71,56.5006103781429,0.0002447619047618869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:00:00,1.18138,1.18152,1.18136,1.18143,70,57.571056913612495,0.00023952380952378907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:01:00,1.18145,1.18145,1.18133,1.18136,45,55.88635265573483,0.00023619047619045504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:02:00,1.18136,1.18146,1.18129,1.18138,59,56.27025228923602,0.00023333333333330403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:03:00,1.18137,1.18149,1.18129,1.18141,50,56.86152801044612,0.00021952380952378493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:04:00,1.18140,1.18142,1.18120,1.18127,43,53.3283363992664,0.00021857142857139772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:05:00,1.18127,1.18132,1.18115,1.18117,48,50.95375990585545,0.00022095238095235512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:06:00,1.18116,1.18133,1.18111,1.18114,63,50.24896012417336,0.00021952380952379547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:07:00,1.18114,1.18126,1.18106,1.18113,69,50.00686435926926,0.00021666666666664446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:08:00,1.18113,1.18120,1.18105,1.18112,47,49.75516184380479,0.00021761904761903166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:09:00,1.18114,1.18114,1.18058,1.18063,87,39.52064517916065,0.0002366666666666486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:10:00,1.18065,1.18071,1.18049,1.18068,75,40.82480881733846,0.00023809523809521882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:11:00,1.18068,1.18072,1.18046,1.18049,75,37.590538049930146,0.00024142857142855285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:12:00,1.18047,1.18047,1.18028,1.18033,71,35.12970368381204,0.00023952380952378904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:13:00,1.18034,1.18050,1.18028,1.18031,55,34.8304344683978,0.00023571428571425086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:14:00,1.18031,1.18041,1.18023,1.18027,51,34.2182744540215,0.00023380952380949762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:15:00,1.18028,1.18051,1.18026,1.18036,52,36.840769718049266,0.0002309523809523466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:16:00,1.18036,1.18052,1.18027,1.18027,49,35.36057755638873,0.00022333333333330194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:17:00,1.18027,1.18041,1.18027,1.18036,44,37.977136466687774,0.0002195238095237849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:18:00,1.18036,1.18055,1.18030,1.18052,55,42.33442620931,0.00021761904761903166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.09.16 12:19:00,1.18050,1.18053,1.18023,1.18033,83,38.92474829340072,0.00022095238095237626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
